gtype	start	end	strand	function	CCNA	CC	geneName	rpkM
CDS	7122056	7122814	-	3-demethylubiquinone 3-methyltransferase	CCNA_00883	CC_0840		66.8939428762
CDS	7121667	7122053	-	VapC-like PIN domain ribonuclease toxin	CCNA_00884	CC_0841		101.301552887
CDS	7121129	7121677	-	MazE-like antitoxin protein	CCNA_00885	CC_0842		199.752943231
CDS	7118103	7118546	-	lumazine-binding domain protein	CCNA_00889	CC_0846		84.7088274214
CDS	7117092	7118012	-	poly(3-hydroxyalkanoate) depolymerase	CCNA_00890	CC_0847		19.706507394
CDS	7109939	7110310	-	hypothetical protein	CCNA_00896	CC_0853		10.4124425375
CDS	7108839	7109606	-	ribosomal large subunit pseudouridine synthase F	CCNA_00898	CC_0855		113.370912475
CDS	7107765	7108835	-	bacterial peptide chain Release factor 1 (RF-1)	CCNA_00899	CC_0856		143.806243133
CDS	7104253	7105089	-	alpha/beta hydrolase family protein	CCNA_00901	CC_0858		73.1213799809
CDS	7099463	7100350	-	exonuclease-endonuclease-phosphatase (EEP1) protein	CCNA_00905	CC_0862		6.38436770001
CDS	7098479	7099393	-	hypothetical protein	CCNA_00906	CC_0863		28.5008300378
CDS	7097754	7098482	-	hypothetical protein	CCNA_00907	CC_0864		59.963115
CDS	7096678	7097817	-	3-oxoacyl-(acyl-carrier-protein) synthase III	CCNA_00908	CC_0865		49.7707126384
CDS	7095856	7096593	-	hypothetical protein	CCNA_00909	CC_0866		64.4927166739
CDS	7094593	7095783	-	erythromycin esterase family protein	CCNA_00910	CC_0867		18.0742660513
CDS	7093940	7094530	-	AAA domain ATPase	CCNA_00911	CC_0868		20.6049519134
CDS	7092876	7093943	-	beta-lactamase family protein	CCNA_00912	CC_0869		53.752721868
CDS	7092650	7092826	-	hypothetical protein	CCNA_00913	CC_0870		29.583308335
CDS	7092044	7092571	-	acetyltransferase	CCNA_00914	CC_0871		163.813350718
CDS	7090860	7091150	-	toxin protein parE-1	CCNA_00916	CC_0873	parE-1	1263.57432097
CDS	7090597	7090863	-	antitoxin protein parD-1	CCNA_00917	CC_0874	parD-1	2043.74903658
CDS	7083842	7084120	-	MarR/EmrR family transcriptional regulator	CCNA_00924	CC_0880		35.4842581757
CDS	7083299	7083841	-	hypothetical protein	CCNA_00925	CC_0881		104.546772061
CDS	7082223	7083194	-	acyl CoA thioesterase	CCNA_00926	CC_0882		7.94820768836
CDS	7081441	7082055	-	hypothetical protein	CCNA_00927	CC_0883		9.64189915353
CDS	7080757	7081431	-	GntR family transcriptional regulator	CCNA_00928	CC_0884		83.7610853159
CDS	7074180	7075166	-	AraC-family transcriptional regulator	CCNA_00935	CC_0891		8.56075491222
CDS	7072935	7073204	-	acetyltransferase	CCNA_00937	CC_0893		66.458357504
CDS	7071586	7072773	-	acetyl-CoA acetyltransferase	CCNA_00938	CC_0894		156.448632849
CDS	7067485	7068708	-	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase MnmA	CCNA_00941	CC_0897		57.7762139269
CDS	7067485	7068708	-	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase MnmA	CCNA_00941	CC_0897		57.7762139269
CDS	7066508	7067431	-	flagellar hook-associated protein FlgL	CCNA_00942	CC_0898	flgL	70.6645826625
CDS	7064393	7066504	-	flagellar hook-associated protein FlaN	CCNA_00943	CC_0899	flaN	43.9846876743
CDS	7064273	7064389	-	hypothetical protein	CCNA_03944	NA		8.77483279216
CDS	7048581	7049903	-	hypothetical protein	CCNA_00958	CC_0912		8.95496752108
CDS	7046933	7047379	-	MarR-family transcriptional regulator	CCNA_00962	CC_0915		30.7523049573
CDS	7046506	7046922	-	organic hydroperoxide resistance protein	CCNA_00963	CC_0916		97.2019295329
CDS	7046119	7046211	-	gluconate kinase	CCNA_00964	NA		48.4882781495
CDS	7045246	7045944	-	DnaJ-family chaperone protein	CCNA_00965	CC_0917		110.498437537
CDS	7043840	7044460	-	TetR-family transcriptional regulator	CCNA_00967	CC_0919		467.195791516
CDS	7039977	7041737	-	two component sensor histidine kinase	CCNA_00969	CC_0921		6.20314309232
CDS	7035818	7036711	-	hydroxyacylglutathione hydrolase	CCNA_00971	CC_0923		75.017602256
CDS	7035077	7035484	-	putative phosphatase	CCNA_00973	CC_0924		130.439990665
CDS	7029073	7030857	-	signal peptide peptidase A	CCNA_00976	CC_0927	sppA	211.966601929
tRNA	7028823	7028899	-	tRNA-Pro	CCNA_R0021	CC_t07		42.1627639782
CDS	7021871	7023688	-	hybrid sensor histidine kinase/receiver protein	CCNA_00983	CC_0934		11.6808122025
CDS	7021246	7021797	-	phosphinothricin N-acetyltransferase	CCNA_00984	CC_0935		154.063054794
CDS	7019057	7021249	-	protease II PtrB	CCNA_00985	CC_0936	ptrB	185.890524585
CDS	7016290	7017732	-	isopenicillin N epimerase	CCNA_00988	CC_0939		6.82720188301
CDS	7013807	7014277	-	general stress protein 17O	CCNA_00990	CC_0941		41.942226816
CDS	7013299	7013745	-	nodulation protein N	CCNA_00991	CC_0942		133.273538404
CDS	7012221	7013234	-	hypothetical protein	CCNA_00992	CC_0943		17.1195852841
CDS	7010611	7012149	-	long-chain-fatty-acid--CoA ligase	CCNA_00993	CC_0944		6.85196538097
CDS	7008783	7010450	-	oxidoreductase, GMC family	CCNA_00994	CC_0945		7.72371877303
CDS	7001919	7002830	-	ribokinase	CCNA_01001	CC_0950		110.028208738
CDS	7001098	7001898	-	flagellar biosyntheis protein FliP	CCNA_01002	CC_0951	fliP	80.3209413634
CDS	7000778	7001098	-	flagellar biosynthesis protein FliO	CCNA_01003	CC_0952	fliO	103.194820449
CDS	6999196	6999363	-	hypothetical protein	CCNA_01007	CC_0956		90.69222331
CDS	6997395	6999059	-	urocanate hydratase	CCNA_01008	CC_0957		176.199453979
CDS	6996455	6997270	-	N-formylglutamate deformylase	CCNA_01009	CC_0958		67.2241379079
CDS	6994795	6996336	-	histidine ammonia-lyase	CCNA_01010	CC_0959		146.893166511
CDS	6993605	6994810	-	imidazolonepropionase	CCNA_01011	CC_0960		91.3416321878
tRNA	6991332	6991408	-	tRNA-Met	CCNA_R0023	CC_t09		517.595124956
CDS	6990592	6991068	-	cysteinyl-tRNA(Pro) deacylase	CCNA_01014	CC_0963		17.8280456529
CDS	6990592	6991068	-	cysteinyl-tRNA(Pro) deacylase	CCNA_01014	CC_0963		17.8280456529
CDS	6985038	6985961	-	D-galactose 1-dehydrogenase	CCNA_01018	CC_0967		25.7978167967
CDS	6982591	6984867	-	beta-glucosidase	CCNA_01019	CC_0968		8.09989287436
CDS	6981484	6982527	-	LacI-family transcriptional regulator	CCNA_01020	CC_0969		24.4657261977
CDS	6973748	6974242	-	hypothetical protein	CCNA_01024	CC_0973		399.465968069
CDS	6973112	6973735	-	hypothetical protein	CCNA_01025	CC_0974		599.595778563
CDS	6972409	6973128	-	hypothetical protein	CCNA_01026	CC_0975		527.88966984
CDS	6971846	6972211	-	acetyltransferase	CCNA_01027	CC_0976		1.97761536959
CDS	6967043	6970126	-	alpha-L-rhamnosidase	CCNA_01029	CC_0978		49.0115247455
CDS	6966358	6966975	-	peptidyl-prolyl cis-trans isomerase	CCNA_01030	CC_0979		69.8021023193
CDS	6953811	6956660	-	M14 peptidase-family protein	CCNA_01036	CC_0985		76.3549411611
CDS	6952968	6953729	-	GntR-family transcriptional regulator	CCNA_01037	CC_0986		92.3090886906
CDS	6952472	6952861	-	glyoxalase family protein	CCNA_01038	CC_0987		78.1426038827
CDS	6949155	6949289	-	hypothetical protein	CCNA_01041	CC_0990		17.4530302576
CDS	6946097	6948592	-	TonB-dependent receptor	CCNA_01042	CC_0991		167.090676642
CDS	6945915	6946100	-	hypothetical protein	CCNA_01043	NA		380.058223159
CDS	6944766	6945110	-	conserved hypothetical cytosolic protein	CCNA_01045	CC_0993		81.0316475227
CDS	6944113	6944766	-	peptide methionine sulfoxide reductase msrA	CCNA_01046	CC_0994		320.838506538
CDS	6929711	6931015	-	GT1 family glyscosyl transferase	CCNA_01055	CC_1003		75.5542468881
CDS	6928393	6929700	-	methyltransferase	CCNA_01056	CC_1004		134.420151083
CDS	6926812	6928308	-	hypothetical protein	CCNA_01057	CC_1005		280.184159891
CDS	6926430	6926729	-	helix-turn-helix transcriptional regulator	CCNA_01058	CC_1006		631.741369003
CDS	6911729	6913018	-	glycosyltransferase	CCNA_01068	CC_1016		23.5986838845
CDS	6908602	6909351	-	hypothetical protein	CCNA_01070	CC_1018		63.0691495203
CDS	6907127	6908560	-	alpha-ketoglutarate permease	CCNA_01071	CC_1019		49.3448288676
CDS	6906798	6906953	-	hypothetical protein	CCNA_01072	CC_1020		5.29984369969
CDS	6906302	6906694	-	zinc-finger protein	CCNA_01073	CC_1021		69.8323280357
CDS	6906105	6906242	-	entericidin B-like protein	CCNA_01074	CC_1022		85.1266820335
CDS	6905594	6906010	-	beta/gamma crystallin family protein	CCNA_01075	CC_1023		112.322552462
CDS	6904972	6905583	-	beta/gamma crystallin family protein	CCNA_01076	CC_1024		254.239094079
CDS	6902784	6904886	-	penicillin acylase	CCNA_01077	CC_1025		16.3664760945
CDS	6901669	6901845	-	hypothetical protein	CCNA_01079	CC_1027		76.1740247006
CDS	6899161	6900195	-	hypothetical protein	CCNA_01082	CC_1030		7.83016245155
CDS	6894747	6895754	-	DNA-cytosine methyltransferase	CCNA_01085	CC_1033		362.874048869
CDS	6892746	6894554	-	GTP-binding protein lepA	CCNA_01086	CC_1034	lepA	212.059038647
CDS	6891304	6891831	-	hypothetical protein	CCNA_01088	CC_1036		81.5797369488
CDS	6889564	6891255	-	hypothetical protein	CCNA_01089	CC_1037		38.5218629195
CDS	6888200	6889570	-	hypothetical protein	CCNA_01090	CC_1038		146.407560934
CDS	6887534	6888124	-	peptide methionine sulfoxide reductase	CCNA_01091	CC_1039		22.4343395864
CDS	6887178	6887480	-	ACT domain protein	CCNA_01092	CC_1040		25.1873759985
CDS	6886897	6887193	-	hypothetical protein	CCNA_01093	CC_1041		53.5541685633
CDS	6886621	6886770	-	hypothetical protein	CCNA_01094	CC_1042		339.735123561
CDS	6883927	6886326	-	phenylalanyl-tRNA synthetase beta chain	CCNA_01095	CC_1043		186.057322415
CDS	6883927	6886326	-	phenylalanyl-tRNA synthetase beta chain	CCNA_01095	CC_1043		186.057322415
CDS	6882696	6883769	-	phenylalanyl-tRNA synthetase alpha chain	CCNA_01096	CC_1044		289.806563573
CDS	6882696	6883769	-	phenylalanyl-tRNA synthetase alpha chain	CCNA_01096	CC_1044		289.806563573
CDS	6882091	6882447	-	LSU ribosomal protein L20P	CCNA_01097	CC_1045		6245.29000674
CDS	6881875	6882075	-	LSU ribosomal protein L35P	CCNA_01098	CC_1046		4236.96701424
CDS	6880563	6881753	-	tetracycline resistance protein	CCNA_01099	CC_1047		37.4021355301
CDS	6878568	6880496	-	acylamino-acid-releasing enzyme	CCNA_01100	CC_1048		137.115351953
CDS	6877914	6878435	-	translation initiation factor 3 (IF-3)	CCNA_01101	CC_1049		1954.29923398
CDS	6875916	6876887	-	ADP-heptose--LPS heptosyltransferase	CCNA_01103	CC_1051		149.828855867
CDS	6874747	6875919	-	glycosyltransferase	CCNA_01104	CC_1052		47.6321112729
CDS	6872348	6873208	-	nucleoside-diphosphate-sugar epimerase	CCNA_01108	CC_1055		100.502693898
CDS	6866773	6867720	-	rhodanese-related sulfurtransferase	CCNA_01113	CC_1060		49.6888299608
CDS	6866355	6866780	-	cysteine desulfurase subunit SufE	CCNA_01114	CC_1061	sufE	74.6456859111
CDS	6865521	6866312	-	two component sensor histidine kinase	CCNA_01115	CC_1062		16.6031178528
CDS	6862664	6863554	-	hypothetical protein	CCNA_01117	CC_1064		23.9933279949
CDS	6861538	6861669	-	hypothetical protein	CCNA_01120	CC_1067		20.8322860576
CDS	6855476	6856519	-	histidinol-phosphate aminotransferase	CCNA_01124	CC_1071		2.08860835456
CDS	6854632	6855111	-	hypothetical protein	CCNA_01125	CC_1072		118.30639192
CDS	6847461	6847991	-	hypothetical protein	CCNA_01133	CC_1079		16.9902979622
CDS	6846926	6847339	-	LuxR-family transcriptional regulator	CCNA_01134	CC_1080		37.7682443361
CDS	6846570	6846887	-	hypothetical protein	CCNA_01135	CC_1081		21.9898276776
CDS	6845569	6846459	-	hypothetical protein	CCNA_01136	CC_1082		6.49543133564
CDS	6844991	6845512	-	ribosomal-protein-alanine acetyltransferase	CCNA_01137	CC_1083		39.8227992935
CDS	6840960	6842567	-	PAS-containing EAL phosphodiesterase	CCNA_01140	CC_1086		33.9178696474
CDS	6837620	6838102	-	endoribonuclease L-PSP	CCNA_01143	CC_1089		112.467668076
CDS	6837198	6837590	-	cytochrome c oxidase polypeptide II	CCNA_01144	CC_1090		50.0200442816
CDS	6835571	6837175	-	monoamine oxidase	CCNA_01145	CC_1091		5.23616066458
CDS	6831852	6834488	-	TonB-dependent outer membrane receptor	CCNA_01149	CC_1093		9.46903110763
CDS	6831220	6831570	-	hypothetical protein	CCNA_03891	NA		31.0095860915
CDS	6800438	6801235	-	conserved hypothetical cytosolic protein	CCNA_01166	CC_1109		2.06832425086
CDS	6799275	6800438	-	acyl-CoA dehydrogenase	CCNA_01167	CC_1110		8.49223850554
CDS	6798076	6799275	-	3-ketoacyl-CoA thiolase	CCNA_01168	CC_1111		15.8616750726
CDS	6797168	6797980	-	hypothetical protein	CCNA_01169	CC_1112		6.94725601822
CDS	6794504	6797149	-	TonB-dependent receptor	CCNA_01170	CC_1113		5.30270507735
tRNA	6794191	6794266	-	tRNA-Lys	CCNA_R0028	CC_t13		1613.1050587
CDS	6792349	6792678	-	chorismate mutase	CCNA_01173	CC_1116		853.683221874
CDS	6791333	6792289	-	LysR-family transcriptional regulator	CCNA_01174	CC_1117		61.6709085054
CDS	6784674	6786851	-	penicillin acylase	CCNA_01180	CC_1122		51.677473724
CDS	6784057	6784581	-	hypothetical protein	CCNA_01181	CC_1123		455.593312172
CDS	6781416	6781766	-	hypothetical protein	CCNA_01185	CC_1127		77.1270701368
CDS	6773301	6774536	-	transporter, major facilitator superfamily	CCNA_01191	CC_1133		13.5375110683
CDS	6772381	6773304	-	sugar kinase	CCNA_01192	CC_1134		5.106466595
CDS	6770570	6772399	-	amylosucrase	CCNA_01193	CC_1135		3.10626280228
CDS	6767906	6770359	-	TonB-dependent receptor	CCNA_01194	CC_1136		20.4996399338
CDS	6766730	6767755	-	LacI-family transcriptional regulator	CCNA_01195	CC_1137		45.905413098
CDS	6764389	6764559	-	hypothetical protein	CCNA_01197	CC_1139		0.0
CDS	6760125	6762380	-	TonB-dependent receptor	CCNA_01200	CC_1142		2.17873513794
CDS	6759533	6760057	-	hypothetical protein	CCNA_01201	CC_1143		51.5880296123
CDS	6757113	6759536	-	membrane alanine aminopeptidase	CCNA_01202	CC_1144		298.401690023
CDS	6755043	6757025	-	TonB-dependent receptor	CCNA_01203	CC_1145		45.650206189
CDS	6754021	6754968	-	dTDP-glucose 4,6-dehydratase	CCNA_01204	CC_1146		64.5149749941
CDS	6747197	6748072	-	MobA-like NTP transferase domain protein	CCNA_01211	CC_1153		65.0224789979
CDS	6746139	6747293	-	dATP pyrophosphohydrolase	CCNA_01212	CC_1154		87.4956014421
CDS	6745078	6746139	-	YjgP/YjgQ family membrane permease	CCNA_01213	CC_1155		60.4612785153
CDS	6743861	6745081	-	YjgP/YjgQ family membrane permease	CCNA_01214	CC_1156		46.9501539213
CDS	6743427	6743864	-	histidine triad (HIT) hydrolase	CCNA_01215	CC_1157		148.312651479
CDS	6742404	6743321	-	phosphohydrolase, Icc family	CCNA_01216	CC_1158		43.0651476226
CDS	6738128	6739342	-	7-keto-8-aminopelargonate synthetase	CCNA_01220	CC_1162		498.60779972
CDS	6737864	6738124	-	acyl carrier protein	CCNA_01221	CC_1163		2079.44168456
CDS	6736843	6737796	-	NADH-ubiquinone oxidoreductase	CCNA_01222	CC_1164		73.4867216556
CDS	6735135	6736853	-	acyl-CoA synthetase	CCNA_01223	CC_1165		110.374871698
CDS	6733799	6735130	-	O-antigen membrane transport protein	CCNA_01224	CC_1166		42.5556304277
CDS	6732675	6733802	-	glycerophosphotransferase-related protein	CCNA_01225	CC_1167		53.75824235
CDS	6732041	6732673	-	hypothetical protein	CCNA_01226	CC_1168		58.6606938405
CDS	6728836	6730188	-	2-hydroxychromene-2-carboxylate isomerase	CCNA_01229	CC_1171		13.2845834052
CDS	6725621	6726100	-	hypothetical protein	CCNA_01232	CC_1174		56.9796291094
CDS	6724698	6725606	-	haloalkane dehalogenase	CCNA_01233	CC_1175		24.3811134335
CDS	6722527	6722760	-	general stress protein GsiB	CCNA_01236	CC_1178		66.3159929602
CDS	6722378	6722530	-	hypothetical protein	CCNA_01237	CC_1179		91.2899314396
CDS	6721495	6722223	-	EF-hand domain protein	CCNA_01238	CC_1180		4.93530418595
CDS	6719955	6721382	-	two-component sensor histidine kinase	CCNA_01239	CC_1181		40.0680060097
CDS	6719194	6719958	-	two-component response regulator	CCNA_01240	CC_1182		100.189314175
CDS	6718387	6719103	-	Zn-dependent hydrolase, glyoxalase II family	CCNA_01241	CC_1183		181.151382022
CDS	6716657	6718252	-	amino acid permease	CCNA_01242	CC_1184		1012.86218074
CDS	6713539	6713946	-	hypothetical protein	CCNA_01244	CC_1186		36.5273541263
CDS	6712438	6713229	-	23S rRNA methyltransferase	CCNA_01245	CC_1187		95.7872183818
CDS	6711521	6712432	-	methyltransferase	CCNA_01246	CC_1188		55.3528161843
CDS	6710067	6711503	-	CESA-like glycosyltransferase	CCNA_01247	CC_1189		5.47740084521
CDS	6704579	6706678	-	soluble lytic murein transglycosylase	CCNA_01252	CC_1194		134.634777718
CDS	6702733	6702882	-	hypothetical protein	CCNA_01255	CC_1197		11.7101308412
CDS	6701300	6702295	-	hypothetical protein	CCNA_01256	CC_1198		18.523607469
CDS	6700347	6701303	-	hypothetical protein	CCNA_01257	CC_1199		9.49367433889
CDS	6699688	6700350	-	hypothetical protein	CCNA_01258	CC_1200		41.4075269448
CDS	6690598	6691092	-	transposase, DDE family	CCNA_01264	CC_1206		19.9329186419
CDS	6690361	6690483	-	hypothetical protein	CCNA_01265	CC_1207		696.009206517
CDS	6689906	6690262	-	NTF2 superfamily protein	CCNA_01266	CC_1208		116.439623244
CDS	6689172	6689909	-	NTF2 superfamily protein	CCNA_01267	CC_1209		84.8057064636
CDS	6688588	6689094	-	cytochrome c	CCNA_01268	CC_1210		239.202300314
CDS	6686417	6686848	-	peptidyl-tRNA hydrolase family protein	CCNA_01272	CC_1214		43.4783473882
CDS	6686417	6686848	-	peptidyl-tRNA hydrolase family protein	CCNA_01272	CC_1214		43.4783473882
CDS	6685951	6686412	-	EMG2 protein	CCNA_01273	CC_1215		41.3105936864
tRNA	6685851	6685925	-	tRNA-Thr	CCNA_R0029	CC_t14		39.0068496297
CDS	6684251	6685774	-	piperideine-6-carboxylate dehydrogenase	CCNA_01274	CC_1216		17.2846046119
CDS	6680978	6681466	-	hypothetical protein	CCNA_01278	CC_1220		321.8489949
CDS	6680078	6680860	-	inorganic polyphosphate/ATP-NAD kinase	CCNA_01279	CC_1221		78.2918709499
CDS	6678961	6680046	-	hypothetical protein	CCNA_01280	CC_1222		58.9327002923
CDS	6673269	6674258	-	proline iminopeptidase	CCNA_01285	CC_1227		71.3589921977
CDS	6671926	6672918	-	epoxide hydrolase	CCNA_01287	CC_1229		12.7696421065
CDS	6670224	6670601	-	hypothetical protein	CCNA_01289	CC_1231		33.5376352636
CDS	6667087	6667518	-	hypothetical protein	CCNA_01293	CC_1235		1.90682207185
CDS	6665865	6666605	-	integral membrane protein	CCNA_01295	CC_1237		299.468245542
CDS	6663813	6665741	-	stalk-specific protein X	CCNA_01296	CC_1238	stpX	110.399084387
CDS	6662869	6663705	-	23S rRNA Gm2251 methyltransferase	CCNA_01297	CC_1239		111.956145251
CDS	6639135	6639527	-	hypothetical protein	CCNA_01333	NA		15.8513682156
CDS	6638138	6638968	-	ABC2-family membrane transporter	CCNA_01334	CC_1275		93.1686465068
CDS	6637221	6638138	-	ABC-type multidrug transport system, ATPase component	CCNA_01335	CC_1276		83.7154271542
CDS	6621903	6622631	-	two-component response regulator protein	CCNA_01351	CC_1293		76.9500331956
CDS	6620271	6621902	-	two component sensor histidine kinase	CCNA_01352	CC_1294		142.897221322
CDS	6617979	6620006	-	myo-inositol-hexaphosphate 3-phosphohydrolase	CCNA_01353	CC_1295		49.6384346513
CDS	6616661	6617647	-	myo-inositol 2-dehydrogenase IdhA	CCNA_01354	CC_1296	idhA	308.506287417
CDS	6604145	6604663	-	aspartyl protease perP	CCNA_01365	CC_1307	perP	232.358685518
CDS	6603615	6603839	-	hypothetical protein	CCNA_01366	CC_1308		28.8984493288
CDS	6599130	6599438	-	hypothetical protein	CCNA_01371	NA		712.359758898
CDS	6598420	6599028	-	lysine decarboxylase family	CCNA_01372	CC_1313		161.906930494
CDS	6593620	6593766	-	hypothetical protein	CCNA_01377	NA		177.856367967
CDS	6583673	6585160	-	amidase family protein	CCNA_01384	CC_1323		33.1789754195
CDS	6582112	6582753	-	hypothetical protein	CCNA_01386	CC_1325		215.319417599
CDS	6573446	6575056	-	soluble lytic murein transglycosylase	CCNA_01393	CC_1332		100.56026923
CDS	6572573	6573394	-	uracil DNA glycosylase superfamily protein	CCNA_01394	CC_1333		68.7229645674
CDS	6565771	6567303	-	ammonium transporter/methylammonium transporter	CCNA_01399	CC_1338		175.956193698
CDS	6565406	6565744	-	nitrogen regulatory protein GlnK	CCNA_01400	CC_1339		388.288928046
CDS	6561456	6561782	-	GIY-YIG domain protein	CCNA_01405	CC_1343		172.558650612
CDS	6560381	6561238	-	metal-dependent hydrolase	CCNA_01406	CC_1344		517.38334299
CDS	6559300	6559695	-	phosphohydrolase, MutT/nudix family	CCNA_01408	CC_1346		67.7202250516
CDS	6558299	6559303	-	delta-aminolevulinic acid dehydratase	CCNA_01409	CC_1347		88.1423898882
CDS	6556741	6558240	-	cyclohexanone monooxygenase	CCNA_01410	CC_1348		41.3185909768
CDS	6556148	6556606	-	hypothetical protein	CCNA_03949	NA		147.445511555
CDS	6549301	6549747	-	ROS/MUCR transcriptional regulator	CCNA_01418	CC_1356		461.264248977
CDS	6541667	6542221	-	chemotaxis receiver domain protein cheYIII	CCNA_01426	CC_1364		82.2819491867
CDS	6540919	6541401	-	beta-barrel assembly machine (BAM) protein BamE	CCNA_01427	CC_1365	bamE	321.320071262
CDS	6536099	6536350	-	hypothetical protein	CCNA_01435	NA		100.829225942
CDS	6535851	6536102	-	transglycosylase associated protein	CCNA_01437	NA		104.951326597
